Title,Price,Location_Category,Link,Member
Dell Latitude 3410 i5 10th Gen | 8GB RAM 1TB + SSD Used,"Rs 78,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-3410-i5-10th-gen-8gb-ram-1tb-ssd-used-for-sale-gampaha,False
HP 15-fd0154wm Intel® Core™ Ultra 5 125H 512GB SSD 8GB DDR5 New Laptop,"Rs 180,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-15-fd0154wm-intelr-core-ultra-5-125h-512gb-ssd-8gb-ddr5-new-laptop-for-sale-colombo-31,True
ASUS V16 V3607V Laptop,"Rs 395,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/brand-new-condition-used-only-1-day-for-sale-gampaha,False
HP Elitebook 840 G7 Core i5 10310U–10th Gen 16GB RAM 256GB SSD,"Rs 107,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-840-g7-core-i5-10310u-10th-gen-16gb-ram-256gb-ssd-for-sale-ratnapura-10,True
Brandnew Asus VivoBook X1404V Core 5-14th Gen 14-Inch FHD Display Laptop,"Rs 159,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brandnew-asus-vivobook-x1404v-core-5-14th-gen-14-inch-fhd-display-laptop-for-sale-colombo,True
Lenovo Thinkpad T490 Core i7–8th Gen 16GB RAM 512GB SSD,"Rs 107,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t490-core-i7-8th-gen-16gb-ram-512gb-ssd-for-sale-ratnapura-5,True
Samsung Galaxy Tab S10 FE 5G 8GB 128GB,"Rs 126,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-fe-5g-8gb-128gb-for-sale-colombo-5,True
Galaxy S10 Fe Plus 12GB 256GB,"Rs 155,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/galaxy-s10-fe-plus-12gb-256gb-for-sale-colombo-42,True
HP ProBook 450 G7 Core i7 10510U–10th Gen 8GB RAM 256GB NVMe SSD,"Rs 105,000","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-450-g7-core-i7-10510u-10th-gen-8gb-ram-256gb-nvme-ssd-for-sale-ratnapura,True
Samsung Galaxy S10 FE Plus 8GB 128GB,"Rs 131,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-plus-8gb-128gb-for-sale-colombo-71,True
Apple iPad Pro 5th Gen,"Rs 180,000","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/tablet-for-sale-ratnapura-36,False
Galaxy S10 Fe 12GB 256GB,"Rs 132,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/galaxy-s10-fe-12gb-256gb-for-sale-colombo-65,True
Dell Latitude 5520 - i5 11th Gen 8GB RAM /256GB NVME 15.6 Inch Laptop,"Rs 99,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5520-i5-11th-gen-8gb-ram-256gb-nvme-156-inch-laptop-for-sale-colombo-18,True
Samusng Galaxy S10 FE 8GB 128GB,"Rs 102,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samusng-galaxy-s10-fe-8gb-128gb-for-sale-colombo-1,True
Dell Latitude 5410 Core i7 10810U–10th Gen 8GB RAM 256GB NVMe,"Rs 105,000","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5410-core-i7-10810u-10th-gen-8gb-ram-256gb-nvme-for-sale-ratnapura,True
Blackview Tab 20,"Rs 27,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/blackview-tab-20-for-sale-colombo,True
HP ProBook 440 G8 Core i5 1165G7–11th Gen 8GB RAM 256GB NVMe SSD,"Rs 105,000","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-440-g8-core-i5-1165g7-11th-gen-8gb-ram-256gb-nvme-ssd-for-sale-ratnapura,True
Samsung Galaxy Tab S10 FE 8GB 128GB Wifi,"Rs 103,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-fe-8gb-128gb-wifi-for-sale-colombo-2,True
Dell Latitude 7400 -i7 8th Gen -8GB RAM 256GB NVME SSD -Laptop,"Rs 79,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-7400-i7-8th-gen-8gb-ram-256gb-nvme-ssd-laptop-for-sale-colombo-33,True
Dell Latitude E5570 256GB NVMe 8GB Ram i7 6th Gen 2GB VGA Touch Laptop,"Rs 87,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e5570-256gb-nvme-8gb-ram-i7-6th-gen-2gb-vga-touch-laptop-for-sale-colombo,True
Dell Latitude E5570 i7 6th Gen 256GB NVMe 8GB RAM 2GB VGA Touch Laptop,"Rs 87,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e5570-i7-6th-gen-256gb-nvme-8gb-ram-2gb-vga-touch-laptop-for-sale-colombo-6,True
Dell Latitude E7480 256GB NVMe 8GB Ram i5 7th Gen Laptop,"Rs 68,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e7480-256gb-nvme-8gb-ram-i5-7th-gen-laptop-for-sale-colombo,True
i5 7th Gen Dell Latitude E7480 256GB NVMe 8GB Ram Laptop,"Rs 68,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-7th-gen-dell-latitude-e7480-256gb-nvme-8gb-ram-laptop-for-sale-colombo,True
Dell Latitude E7480 i5 7th Gen 256GB NVMe 8GB Ram Laptop,"Rs 68,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e7480-i5-7th-gen-256gb-nvme-8gb-ram-laptop-for-sale-colombo,True
DELL Latitude 5420 – Core i5 11th Gen 16GB 256GB NVMe,"Rs 139,995","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-core-i5-11th-gen-16gb-256gb-nvme-for-sale-colombo,True
New HP Victus RTX 4050 6GB VGA Core i5 13420H 13th Gen Laptop fa2082wm,"Rs 255,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-hp-victus-rtx-4050-6gb-vga-core-i5-13420h-13th-gen-laptop-fa2082wm-for-sale-colombo,True
"Asus VivoBook Core I5 13TH Gen 12GB RAM 256GB SSD 14"" Brand New Laptop","Rs 157,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-core-i5-13th-gen-12gb-ram-256gb-ssd-14-brand-new-laptop-for-sale-colombo-27,True
Dell Latitude E7480 i5 7th Gen 256GB NVMe 8GB Ram Laptop,"Rs 68,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e7480-i5-7th-gen-256gb-nvme-8gb-ram-laptop-for-sale-colombo,True
i5 7th Gen Dell Latitude E7480 8GB Ram 256GB NVMe Laptop,"Rs 68,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-7th-gen-dell-latitude-e7480-8gb-ram-256gb-nvme-laptop-for-sale-colombo,True
Dell Latitude E7480 i5 7th Gen 8GB RAM 256GB NVMe Laptop,"Rs 68,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e7480-i5-7th-gen-8gb-ram-256gb-nvme-laptop-for-sale-colombo-4,True
Dell Latitude E7490 256GB NVMe 8GB RAM i7 8th Gen Laptop,"Rs 86,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e7490-256gb-nvme-8gb-ram-i7-8th-gen-laptop-for-sale-colombo-4,True
i7 8th GEN Dell Latitude E7490 256GB NVMe 8GB RAM Laptop,"Rs 86,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i7-8th-gen-dell-latitude-e7490-256gb-nvme-8gb-ram-laptop-for-sale-colombo-2,True
Assemble pc AMD Ryzen 5 5600GT 8GB Ram 256GB Nvme SSD Brand new,"Rs 128,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/assemble-pc-amd-ryzen-5-5600gt-8gb-ram-256gb-nvme-ssd-brand-new-for-sale-colombo-7,True
Dell Latitude E7490 i7 8th Gen 256GB NVMe 8GB RAM Laptop,"Rs 86,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e7490-i7-8th-gen-256gb-nvme-8gb-ram-laptop-for-sale-colombo-4,True
Lenovo I5 2 Nd/3RD/4TH GEN 8GB RAM 500GB HARD Desktop Stock,"Rs 18,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-i5-2-nd-3rd-4th-gen-8gb-ram-500gb-hard-desktop-stock-for-sale-colombo,True
Dell Latitude 5411 Core i5 10400H–10th Gen 16GB RAM 256GB SSD,"Rs 97,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5411-core-i5-10400h-10th-gen-16gb-ram-256gb-ssd-for-sale-ratnapura-6,True
Blackview Tab 90 8GB 128GB,"Rs 47,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/blackview-tab-90-8gb-128gb-for-sale-colombo-13,True
Lenovo Thinkpad T490s Core i7–8th Gen 16GB RAM 256GB SSD,"Rs 97,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t490s-core-i7-8th-gen-16gb-ram-256gb-ssd-for-sale-ratnapura-12,True
Apple Macbook Air M4 Chip,"Rs 282,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-macbook-air-m4-chip-for-sale-colombo-112,True
Brandnew Tuf f16 Core 5-210H-15th Gen RTX 4050/6GB VGA Gaming Laptop,"Rs 289,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brandnew-tuf-f16-core-5-210h-15th-gen-rtx-4050-6gb-vga-gaming-laptop-for-sale-colombo,True
Samsung Galaxy A9 4GB 64GB,"Rs 35,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-a9-4gb-64gb-for-sale-colombo-1341,True
Samsung Galaxy Tab A11 plus 5G 8GB 256GB,"Rs 79,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-a11-plus-5g-8gb-256gb-for-sale-colombo-2,True
Dell Latitude 5420 -i5 11th Gen 256GB NVME SSD -8GB RAM Laptop,"Rs 93,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-i5-11th-gen-256gb-nvme-ssd-8gb-ram-laptop-for-sale-colombo-54,True
Apple Macbook Air M2 Chip,"Rs 236,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-macbook-air-m2-chip-for-sale-colombo-69,True
Samsung Galaxy Tab A11 8GB 128GB,"Rs 55,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-a11-8gb-128gb-for-sale-colombo-19,True
HP CORE ULTRA 5-125H 512GB SSD 8GB DDR5 BRAND NEW LAPTOP,"Rs 176,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-core-ultra-5-125h-512gb-ssd-8gb-ddr5-brand-new-laptop-for-sale-colombo,True
Asus VivoBook X1504VA,"Rs 145,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-x1504va-for-sale-colombo-4,True
"HP INTEL CORE i3 N305 13th 8GB RAM 256GB SSD 15.6"" BRAND NEW LAPTOP","Rs 133,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-intel-core-i3-n305-13th-8gb-ram-256gb-ssd-156-brand-new-laptop-for-sale-colombo-4,True
HP ProBook 440 G7 Core i5–10th Gen 16GB RAM 256GB NVMe SSD,"Rs 97,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-440-g7-core-i5-10th-gen-16gb-ram-256gb-nvme-ssd-for-sale-ratnapura-15,True
Dell I3 11th GEN 8GB RAM 1TB HDD 256GB SSD Laptop,"Rs 68,490","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-i3-11th-gen-8gb-ram-1tb-hdd-256gb-ssd-laptop-for-sale-colombo-1,True
"HP | Intel Core i3 N305 13th 8GB RAM 256GB SSD 15.6"" New lap","Rs 135,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-intel-core-i3-n305-13th-8gb-ram-256gb-ssd-156-new-lap-for-sale-colombo-6,True
Samsung Galaxy Tab A11 4GB 64GB,"Rs 44,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-a11-4gb-64gb-for-sale-colombo-14,True
New HP Victus Ryzen 7 7445HS RTX 400 6GB VGA Laptop 16GB FB3093DX,"Rs 267,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-hp-victus-ryzen-7-7445hs-rtx-400-6gb-vga-laptop-16gb-fb3093dx-for-sale-colombo,True
"HP Probook 640 G8 core i5 11th Gen 8GB RAM 256GB NVMe 14"" used laptop","Rs 104,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-640-g8-core-i5-11th-gen-8gb-ram-256gb-nvme-14-used-laptop-for-sale-colombo-1,True
"Dell Latitude 7280 Core i5 6th Gen 8GB RAM 256GB SSD 12.5""","Rs 52,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-7280-core-i5-6th-gen-8gb-ram-256gb-ssd-125-for-sale-colombo-5,True
Samsung Galaxy Tab A11 4GB 64GB,"Rs 44,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-a11-4gb-64gb-for-sale-colombo-14,True
Acer Core i5–8th Gen NVIDIA MX130 2GB VGA 8GB RAM 512GB SSD,"Rs 97,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/acer-core-i5-8th-gen-nvidia-mx130-2gb-vga-8gb-ram-512gb-ssd-for-sale-ratnapura-14,True
HP Elitebook 840 G6 Core i7 8265U–8th Gen FHD–IPS 16GB RAM 512GB SSD,"Rs 97,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-840-g6-core-i7-8265u-8th-gen-fhd-ips-16gb-ram-512gb-ssd-for-sale-ratnapura,True
Brandnew Acer Nitro V15 Core i5-13th H RTX 5050/8GB Gaming Laptop,"Rs 289,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brandnew-acer-nitro-v15-core-i5-13th-h-rtx-5050-8gb-gaming-laptop-for-sale-colombo,True
I3 3RD GEN PC Desktop|H61|4GB RAM|500GB|Normal Computer,"Rs 19,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/i3-3rd-gen-pc-desktoph614gb-ram500gbnormal-computer-for-sale-gampaha-1,True
Dell Latitude 5420 Core i5 1145G7–11th Gen 8GB RAM 256GB SSD,"Rs 89,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-core-i5-1145g7-11th-gen-8gb-ram-256gb-ssd-for-sale-ratnapura-5,True
Dell Vostro 3580 Core i5 10210U–10th Gen 8GB RAM 256 SSD,"Rs 87,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/dell-vostro-3580-core-i5-10210u-10th-gen-8gb-ram-256-ssd-for-sale-ratnapura,True
Brand New Asus VivoBook Core 7 150U 14th Gen 8GB Ram 512GB NVMe Laptop,"Rs 208,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-asus-vivobook-core-7-150u-14th-gen-8gb-ram-512gb-nvme-laptop-for-sale-colombo,True
Acer Core i5–8th Gen NVIDIA MX230 2GB VGA 8GB RAM 128GB SSD+1TB HDD,"Rs 87,990","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/acer-core-i5-8th-gen-nvidia-mx230-2gb-vga-8gb-ram-128gb-ssd1tb-hdd-for-sale-ratnapura-13,True
Dell Latitude 5420 Core i5 11th Gen|8GB Ram| Type C|256GB NVMe.,"Rs 94,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-core-i5-11th-gen8gb-ram-type-c256gb-nvme-for-sale-colombo-2,True
Samsung Galaxy Tab A9 Plus 5G 4GB 64GB,"Rs 65,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-a9-plus-5g-4gb-64gb-for-sale-colombo,True
Brand New Asus Vivobook E15 AMD Ryzen 5-7000 16GB DDR5 Ram Laptop,"Rs 168,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-asus-vivobook-e15-amd-ryzen-5-7000-16gb-ddr5-ram-laptop-for-sale-colombo,True
I5 4TH GEN Gaming PC Desktop|8GB RAM|GTX 660|120GB SSD|500W Computer,"Rs 45,900","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/i5-4th-gen-gaming-pc-desktop8gb-ramgtx-660120gb-ssd500w-computer-for-sale-gampaha,True
Dell Latitude 5421 Core i7H-11th Gen 16GB Ram 256GB SSD Laptop.,"Rs 139,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5421-core-i7h-11th-gen-16gb-ram-256gb-ssd-laptop-for-sale-colombo-1,True
Dell Latitude 5421 Core i5H-11th Gen 16GB DDR4 RAM 256GB Nvme Laptop.,"Rs 112,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5421-core-i5h-11th-gen-16gb-ddr4-ram-256gb-nvme-laptop-for-sale-colombo-1,True
Brand New Lenovo LOQ Core i7 -13th Gen RTX 5060/8GB VGA Gaming Laptop,"Rs 399,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-lenovo-loq-core-i7-13th-gen-rtx-5060-8gb-vga-gaming-laptop-for-sale-colombo,True
Samsung Galaxy Tab A9 4GB 64GB TRC,"Rs 41,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-a9-4gb-64gb-trc-for-sale-colombo,True
Acer i3-13th lap,"Rs 82,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/acer-i3-13th-lap-for-sale-kalutara,True
Brand New HP Victus Core i5-13th Gen RTX 3050/6GB VGA Gaming Laptop,"Rs 236,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-hp-victus-core-i5-13th-gen-rtx-3050-6gb-vga-gaming-laptop-for-sale-colombo,True
Honor X8a Pad (4/128Gb),"Rs 67,000","Hambantota, Computers & Tablets",https://ikman.lk/en/ad/honor-pad-x8a-4-128gb-for-sale-hambantota,False
Asus i5 6th Generation 8GB RAM-500GB M.2 Pc,"Rs 39,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/asus-i5-6th-generation-8gb-ram-500gb-m2-pc-for-sale-kandy,True
Asus Core i5 6th Generation M.2 Support pc,"Rs 34,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/asus-core-i5-6th-generation-m2-support-pc-for-sale-kandy-14,True
Brandnew HP 15-fd0154wm Core Ultra 5-125H 14th Gen 8GB DDR5 Laptop,"Rs 179,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brandnew-hp-15-fd0154wm-core-ultra-5-125h-14th-gen-8gb-ddr5-laptop-for-sale-colombo,True
Huawei Mediapad T3 Tablet,"Rs 9,500","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/huawei-mediapad-for-sale-kurunegala,False
I5 6TH Gen 8GB -500GB Hard Desktop CPU,"Rs 34,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/i5-6th-gen-8gb-500gb-hard-desktop-cpu-for-sale-kandy-3,True
Microsoft Surface Laptop i5 11th Gen 8GB Ram 256GB SSD NVMe,"Rs 89,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/microsoft-surface-laptop-i5-11th-gen-8gb-ram-256gb-ssd-nvme-for-sale-gampaha,False
HP Brand New AMD Ryzen 5 7520U D5 16GB RAM/512GB NVMe 15.6 Full HD,"Rs 185,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-brand-new-amd-ryzen-5-7520u-d5-16gb-ram-512gb-nvme-156-full-hd-for-sale-colombo-13,True
INTEL CORE I5 4TH GEN DESKTOP FULL SET PC WITH 19 INCH LED MONITOR,"Rs 36,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-core-i5-4th-gen-desktop-full-set-pc-with-19-inch-led-monitor-for-sale-colombo,True
"Laptop i3 13th Gen (HP) 15.6"" FHD (8GB RAM|512GB NVME) WI-FI|HDMI","Rs 155,450","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/laptop-i3-13th-gen-hp-156-fhd-8gb-ram512gb-nvme-wi-fihdmi-for-sale-kalutara,True
CORE i5 6TH GENERATION BEST PC,"Rs 29,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i5-6th-generation-best-pc-for-sale-kandy-1,True
Brand New Dell 15 i5 13th Gen 8GB Ram 512GB NVMe 15.6 inch Touch Laptop,"Rs 176,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-dell-15-i5-13th-gen-8gb-ram-512gb-nvme-156-inch-touch-laptop-for-sale-colombo,True
i7 3rd GEN 4GB-500GB Hard with 22' Wide Monitor,"Rs 29,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/i7-3rd-gen-4gb-500gb-hard-with-22-wide-monitor-for-sale-kandy-2,True
CORE i7 3RD Generation PC,"Rs 21,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i7-3rd-generation-pc-for-sale-kandy-8,True
Core i7 4th Gen 4GB-500GB With 22'' Wide Monitor,"Rs 33,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i7-4th-gen-4gb-500gb-with-22-wide-monitor-for-sale-kandy-16,True
CORE I5 4TH GEN 4GB -500GB With 22 Wide Monitor,"Rs 26,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i5-4th-gen-4gb-500gb-with-22-wide-monitor-for-sale-kandy-12,True
Laptop (HP) Ryzen 7 (8GB RAM|256GB SSD NVME) WEBCAM|HDMI|Wi-Fi|,"Rs 69,450","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/laptop-hp-ryzen-7-8gb-ram256gb-ssd-nvme-webcamhdmiwi-fi-for-sale-gampaha,True
Core i7 4th Generation 500GB HDD- 4GB Computers,"Rs 25,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i7-4th-generation-500gb-hdd-4gb-computers-for-sale-kandy,True
MSI i7 7th gen Computer,"Rs 86,000","Puttalam, Computers & Tablets",https://ikman.lk/en/ad/i7-7th-gen-computer-for-sale-puttalam,False
Ryzen 5 3600 Full Set PC,"Rs 140,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/ryzen-5-3600-full-set-pc-for-sale-kalutara-2,False
"Core i3 4th Gen (8GB RAM|500GB HDD) Computer (Full Set PC) 17"" - 24""","Rs 20,450","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/core-i3-4th-gen-8gb-ram500gb-hdd-computer-full-set-pc-17-24-for-sale-gampaha,True
Ipad 2,"Rs 12,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/ipad-for-sale-colombo-36,False
i5 7th gen Computer,"Rs 84,000","Puttalam, Computers & Tablets",https://ikman.lk/en/ad/i5-7th-gen-computer-for-sale-puttalam,False
"HP Elitebook 640 G9 CORE i5 12th Gen 16GB RAM 256GB NVMe 14"" USED LAPTOP","Rs 125,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-640-g9-core-i5-12th-gen-16gb-ram-256gb-nvme-14-used-laptop-for-sale-colombo-21,True
Intel i5 4th gen 4GB RAM-500 HDD,"Rs 35,500","Trincomalee, Computers & Tablets",https://ikman.lk/en/ad/intel-i5-4th-gen-4gb-ram-500-hdd-for-sale-trincomalee,False
Thinkpad E14 i3 10th Gen UHD Graphics 4GB VGA 14 inch FHD IPS Screen,"Rs 69,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/thinkpad-e14-i3-10th-gen-uhd-graphics-4gb-vga-14-inch-fhd-ips-screen-for-sale-colombo,True
Lenovo ThinkPad T470 Core I5 7th Gen 8GB RAM 256 SSD,"Rs 56,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t470-core-i5-7th-gen-8gb-ram-256-ssd-for-sale-colombo-1,True
New Lenovo LOQ Core i7-13th Gen 24GB Ram RTX 5060/8GB VGA Gaming Laptop,"Rs 388,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-lenovo-loq-core-i7-13th-gen-24gb-ram-rtx-5060-8gb-vga-gaming-laptop-for-sale-colombo-6,True
MSI Modern 15 Core i5 13th Gen 512GB SSD 8GB RAM,"Rs 195,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-modern-15-core-i5-13th-gen-512gb-ssd-8gb-ram-for-sale-colombo-39,True
Core i3 11th Gen Thinkpad X13 Xe Graphics 4GB VGA FHD IPS,"Rs 72,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i3-11th-gen-thinkpad-x13-xe-graphics-4gb-vga-fhd-ips-for-sale-colombo,True
Core i5 4th Generation 4GB Ram- 500GB Hard cpu,"Rs 18,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i5-4th-generation-4gb-ram-500gb-hard-cpu-for-sale-kandy-1,True
Samsung Galaxy S10 Ultra 12/256GB,"Rs 249,996","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-ultra-12-256gb-for-sale-colombo-1,True
Core i5 3rd Generaion 4GB-500GB With 22 Wide Monitors,"Rs 24,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i5-3rd-generaion-4gb-500gb-with-22-wide-monitors-for-sale-kandy,True
Samsung Galaxy S11 12GB 256GB,"Rs 209,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s11-12gb-256gb-for-sale-colombo-62,True
"Apple iMac M4 Chip 24"" 16GB 512GB","Rs 628,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-imac-m4-chip-24-16gb-512gb-for-sale-colombo,True
Intel I3 3rd Gen Computer|4GB Ram|H61|500GB Hard Disk|PC Desktop,"Rs 19,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/intel-i3-3rd-gen-computer4gb-ramh61500gb-hard-diskpc-desktop-for-sale-gampaha,True
"HP PROBOOK 640 G8 CORE i5 11TH GEN 8GB RAM 256GB NVMe 14"" USED LAPTOP","Rs 98,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-640-g8-core-i5-11th-gen-8gb-ram-256gb-nvme-14-used-laptop-for-sale-colombo-21,True
Samsung Galaxy S11 Ultra 12GB 256GB,"Rs 279,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s11-ultra-12gb-256gb-for-sale-colombo-71,True
Samsung Galaxy A9 4GB 64GB,"Rs 36,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-a9-4gb-64gb-for-sale-colombo-1340,True
Lenovo ThinkPad T470 Core I5 6th Gen 8GB RAM 256 SSD 1080P Screen,"Rs 58,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t470-core-i5-6th-gen-8gb-ram-256-ssd-1080p-screen-for-sale-colombo-32,True
HP PROBOOK 440 G7 i5 10th Gen 14 inches FHD Screen,"Rs 89,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-440-g7-i5-10th-gen-14-inches-fhd-screen-for-sale-colombo,True
Asus Chromebook Laptop,"Rs 10,590","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-chromebook-for-sale-colombo-12,False
Samsung Galaxy S10 Fe 8/128GB,"Rs 104,997","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-8-128gb-for-sale-colombo-5,True
