Title,Price,Location_Category,Link,Member
"i3 2nd, 4GB RAM, 19” wide Monitor Full Set Desktop Computer","Rs 27,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i3-2nd-4gb-ram-19-wide-monitor-full-set-desktop-computer-for-sale-colombo-1,True
Lenovo L14 - Core I5 10th Gen 8GB RAM 256GB NVME SSD Laptop,"Rs 82,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-l14-core-i5-10th-gen-8gb-ram-256gb-nvme-ssd-laptop-for-sale-colombo-39,True
Core i7 5th Gen Laptop,"Rs 51,000","Galle, Computers & Tablets",https://ikman.lk/en/ad/core-17-laptop-for-sale-galle,False
"i3 2nd, 4GB RAM, 17” Monitor Full Set Desktop Computer","Rs 25,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i3-2nd-4gb-ram-17-monitor-full-set-desktop-computer-for-sale-colombo-7,True
i5 6th Gen PC,"Rs 65,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/exchange-for-sale-kalutara,False
"HP Intel Core i3 13th 8GB RAM 256GB SSD 15.6"" New lap","Rs 134,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-intel-core-i3-13th-8gb-ram-256gb-ssd-156-new-lap-for-sale-colombo-1,True
MSI MODERN 15 B12M|CORE i5 12TH GEN|8GB|512GB,"Rs 205,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-modern-15-b12mcore-i5-12th-gen8gb512gb-for-sale-colombo,True
Dell Latitude 7430 - i7 12th Gen,"Rs 148,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-7430-i7-12th-gen-for-sale-colombo-28,True
GTX 760 2GB Gaming / i5 4th Generation 8GB RAM 120GB SSD,"Rs 48,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/gtx-760-2gb-gaming-i5-4th-generation-8gb-ram-120gb-ssd-for-sale-colombo-1,True
i3 2nd 4GB RAM 19” Monitor Full Set Desktop Computer,"Rs 26,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i3-2nd-4gb-ram-19-monitor-full-set-desktop-computer-for-sale-colombo-13,True
"HP | Intel Core i3 N305 13th 8GB RAM 256GB SSD 15.6"" New lap","Rs 135,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-intel-core-i3-n305-13th-8gb-ram-256gb-ssd-156-new-lap-for-sale-colombo-1,True
HP PROBOOK 430 G5 CORE I5 8TH GEN\ 8GB RAM\ 256GB NVMe LAPTOP.,"Rs 86,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-430-g5-core-i5-8th-gen-8gb-ram-256gb-nvme-laptop-for-sale-colombo-12,True
Lenovo V15 i7 10th Gen 15.6 inches FHD IPS Screen 16GB,"Rs 109,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-v15-i7-10th-gen-156-inches-fhd-ips-screen-16gb-for-sale-colombo,True
GTX 760 2GB Gaming / i5 8th Generation 256GB SSD 8GB RAM,"Rs 79,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/gtx-760-2gb-gaming-i5-8th-generation-256gb-ssd-8gb-ram-for-sale-colombo-1,True
"i5 2nd Gen 8GB RAM 128GB SSD 500GB HDD 19"" Square Monitor Full Set","Rs 34,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-2nd-gen-8gb-ram-128gb-ssd-500gb-hdd-19-square-monitor-full-set-for-sale-colombo-2,True
i5 6th Gen DDR4 8GB RAM 500GB Hard Desktop CPU Computer,"Rs 36,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-6th-gen-ddr4-8gb-ram-500gb-hard-desktop-cpu-computer-for-sale-colombo,True
Asus Touchscreen Chromebook,"Rs 70,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-touchscreen-chromebook-for-sale-colombo,False
i5 10th Gen Latitude 5310 HD Graphics 4GB VGA 16GB DDR4,"Rs 85,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-10th-gen-latitude-5310-hd-graphics-4gb-vga-16gb-ddr4-for-sale-colombo,True
Dell Inspiron i3 11th Generation Laptop,"Rs 75,000","Batticaloa, Computers & Tablets",https://ikman.lk/en/ad/dell-inspiron-i3-11th-generation-laptop-for-sale-batticaloa,False
intel i5 3rd Generation / 8GB RAM 500GB HDD PC,"Rs 21,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-i5-3rd-generation-8gb-ram-500gb-hdd-pc-for-sale-colombo-9,True
"i5 4th Gen 4GB RAM, 500 Hard Desktop CPU Computer","Rs 22,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-4th-gen-4gb-ram-500-hard-desktop-cpu-computer-for-sale-colombo-1,True
Lenovo Thinkpad T14 Ryzen 5 Pro Radeon RX VGA 16GB RAM Laptop,"Rs 99,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t14-ryzen-5-pro-radeon-rx-vga-16gb-ram-laptop-for-sale-colombo,True
Assemble Pc i5 4nd gen 8GB Ram 500GB HDD Full set,"Rs 35,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/assemble-pc-i5-4nd-gen-8gb-ram-500gb-hdd-full-set-for-sale-colombo,True
Brandnew Dell Latitude 5520 Core i7 \11th Gen \16GB RAM 256GB SSD Laptop,"Rs 119,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brandnew-dell-latitude-5520-core-i7-11th-gen-16gb-ram-256gb-ssd-laptop-for-sale-colombo-5,True
Laptop (Lenovo ThinkPad) i5 8th GEN (16GB RAM|512GB NVMe SSD) FHD|WI-FI,"Rs 77,950","Colombo, Computers & Tablets",https://ikman.lk/en/ad/laptop-lenovo-thinkpad-i5-8th-gen-16gb-ram512gb-nvme-ssd-fhdwi-fi-for-sale-colombo-1,True
Dell Latitude 5420 / i7 11th Generation 8GB RAM 256GB SSD,"Rs 88,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-i7-11th-generation-8gb-ram-256gb-ssd-for-sale-colombo-1,True
Brand New Dell 15 Core i5 13th Gen|8GB Ram|15.6 inch Touch Laptop.,"Rs 176,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-dell-15-core-i5-13th-gen8gb-ram156-inch-touch-laptop-for-sale-colombo-11,True
Acer Core I5 12th Gen 8GB RAM 512GB NVMe RTX 2050 4GB New Laptop,"Rs 199,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-core-i5-12th-gen-8gb-ram-512gb-nvme-rtx-2050-4gb-new-laptop-for-sale-colombo-1,True
Asus TUF Gaming A15 Laptop (2023),"Rs 290,000","Batticaloa, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-gaming-a15-2023-for-sale-batticaloa,False
"i3 4th Gen 8GB RAM 128GB SSD 500GB HDD 19"" Square Monitor Full Set","Rs 34,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i3-4th-gen-8gb-ram-128gb-ssd-500gb-hdd-19-square-monitor-full-set-for-sale-colombo-1,True
"Laptop (HP) i5 6th GEN (8GB RAM|256GB SSD) 15.6""|Wi-Fi|LAN|Webcam","Rs 56,450","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/laptop-hp-i5-6th-gen-8gb-ram256gb-ssd-156wi-filanwebcam-for-sale-gampaha-2,True
HP Elitebook 830 G8 i7 11th Gen 16GB FHD IPS Backlit Keyboard,"Rs 125,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-830-g8-i7-11th-gen-16gb-fhd-ips-backlit-keyboard-for-sale-colombo,True
"Lenovo Thinkpad E16 GEN1 i5 13th gen 8GB Ram 512GB SSD 16"" inch laptop","Rs 238,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-e16-gen1-i5-13th-gen-8gb-ram-512gb-ssd-16-inch-laptop-for-sale-colombo-35,True
Asus Tuf F16 |RTX 5060/8GB VGA|32GB Ram|Core i7 -14650HX Laptop.,"Rs 469,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-f16-rtx-5060-8gb-vga32gb-ramcore-i7-14650hx-laptop-for-sale-colombo,True
i3 2nd 4GB RAM 500 Hard Desktop CPU Computer,"Rs 16,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i3-2nd-4gb-ram-500-hard-desktop-cpu-computer-for-sale-colombo-2,True
"Asus VivoBook Core I5 13TH Gen +12GB RAM 256GB SSD 14"" Brand New Laptop","Rs 159,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-core-i5-13th-gen-12gb-ram-256gb-ssd-14-brand-new-laptop-for-sale-colombo-25,True
"Lenovo Thinkpad E16 GEN1 i5 13th gen 8GB Ram 512GB SSD 16"" inch laptop","Rs 238,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-e16-gen1-i5-13th-gen-8gb-ram-512gb-ssd-16-inch-laptop-for-sale-colombo-35,True
"I5 4TH GEN Computer (8GB RAM|500GB HDD) 19"" 20"" 22"" 24"" (Full Set)","Rs 22,800","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/i5-4th-gen-computer-8gb-ram500gb-hdd-19-20-22-24-full-set-for-sale-gampaha-1,True
Intel Core i5 10th gen DDR4 8GB Ram 128GB NVMe SSD USED Assembled PC,"Rs 110,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-core-i5-10th-gen-ddr4-8gb-ram-128gb-nvme-ssd-used-assembled-pc-for-sale-colombo-1,True
"i3 3rd Gen 8GB RAM 128GB SSD 500GB HDD 19"" Square Monitor Full Set","Rs 32,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i3-3rd-gen-8gb-ram-128gb-ssd-500gb-hdd-19-square-monitor-full-set-for-sale-colombo-2,True
Dell Core i3 -14th Gen +8GB |512GB|Brandnew Laptops,"Rs 148,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-core-i3-14th-gen-8gb-512gbbrandnew-laptops-for-sale-colombo-4,True
Dell Latitude 5300 2 in 1 I5 8th Gen with Touch Screen 16GB,"Rs 87,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5300-2-in-1-i5-8th-gen-with-touch-screen-16gb-for-sale-colombo,True
Intel Core i5 12th gen DDR4 8GB Ram 256GB Nvme USED Assembled PC,"Rs 123,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-core-i5-12th-gen-ddr4-8gb-ram-256gb-nvme-used-assembled-pc-for-sale-colombo-1,True
HP ProBook 640 G5 Core i7-8th Gen 8GB RAM 256GB Nvme SSD Laptop,"Rs 89,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-640-g5-core-i7-8th-gen-8gb-ram-256gb-nvme-ssd-laptop-for-sale-colombo-5,True
MSI Thin 15 - i5 13TH GEN +16GB RAM -RTX 4GB VGA NEW Laptop,"Rs 225,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-thin-15-i5-13th-gen-16gb-ram-rtx-4gb-vga-new-laptop-for-sale-colombo-6,True
MSI Modern - I3 13TH GEN + 8GB RAM / 512GB NVME SSD -New Laptop,"Rs 144,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-modern-i3-13th-gen-8gb-ram-512gb-nvme-ssd-new-laptop-for-sale-colombo-14,True
MSI -Core i5 13th Gen + 16GB RAM -RTX 4050 6GB VGA -512GB Nvme Laptop,"Rs 267,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-core-i5-13th-gen-16gb-ram-rtx-4050-6gb-vga-512gb-nvme-laptop-for-sale-colombo-8,True
MSI Sword 16HX - i7 14th Gen RTX 4060 8GB VGA 16GB RAM New Laptop,"Rs 428,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-sword-16hx-i7-14th-gen-rtx-4060-8gb-vga-16gb-ram-new-laptop-for-sale-colombo-88,True
MSI Modern i5 13th Gen 512GB NVME SSD Laptop,"Rs 194,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-modern-i5-13th-gen-512gb-nvme-ssd-laptop-for-sale-colombo-3,True
"I3 3ND Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 30,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i3-3nd-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo,True
Dell Latitude 5400 / i5 8th Generation 8GB RAM 256GB SSD,"Rs 61,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5400-i5-8th-generation-8gb-ram-256gb-ssd-for-sale-colombo-1,True
Assemble Pc i5 2nd gen 8GB Ram 128GB SSD 500GB HDD Full set,"Rs 33,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/assemble-pc-i5-2nd-gen-8gb-ram-128gb-ssd-500gb-hdd-full-set-for-sale-colombo-2,True
"Intel i3 6th Generation / 8GB RAM 500GB HDD 22"" LED Monitor","Rs 45,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-i3-6th-generation-8gb-ram-500gb-hdd-22-led-monitor-for-sale-colombo-25,True
"I3 2ND Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 30,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i3-2nd-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo,True
Dell i5 10 Gen Laptop,"Rs 88,000","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/dell-i5-10-gen-laptops-usa-used-for-sale-kurunegala,False
HP NoteBook Core i5 6th Gen 8GB RAM 256GB SSD Professional Laptop,"Rs 54,990","Galle, Computers & Tablets",https://ikman.lk/en/ad/hp-notebook-core-i5-6th-gen-8gb-ram-256gb-ssd-professional-laptop-for-sale-galle,True
"I5 2ND Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 32,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-2nd-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo,True
Apple Macbook Air M4 15 inch Laptop,"Rs 340,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/macbook-air-m4-15-inch-2025-for-sale-colombo,False
Lenovo i5 6th Gen 2.50GHZ 8GB RAM 256GB NVME FINGER BACKLIGHT,"Rs 48,500","Batticaloa, Computers & Tablets",https://ikman.lk/en/ad/lenovo-i5-6th-gen-250ghz-8gb-ram-256gb-nvme-finger-backlight-for-sale-batticaloa,False
HP Pavilion 15 AMD RYZEN 7 5700U,"Rs 150,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-pavilion-15-amd-ryzen-7-5700u-for-sale-colombo,False
Samsung Galaxy TAB S9 5G 8GB 128GB,"Rs 152,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s9-5g-8gb-128gb-for-sale-colombo-59,True
Dell Latitude 5410 i5 10th Gen Touch Screen,"Rs 88,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5410-i5-10th-gen-touch-screen-for-sale-colombo,True
Lenova i3 13 gen 128GB NVME/ 8 GB Ram,"Rs 139,000","Jaffna, Computers & Tablets",https://ikman.lk/en/ad/lenova-i3-13-gen-128gb-nvme-8-gb-ram-for-sale-jaffna,True
Core i3 11th Gen Lenovo Thinkpad X13 13.3 inch FHD IPS Screen,"Rs 72,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i3-11th-gen-lenovo-thinkpad-x13-133-inch-fhd-ips-screen-for-sale-colombo,True
MSI Computer,"Rs 510,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/gaming-computer-for-sale-gampaha-404,False
AMD Ryzen 5 5600GT 8GB RAM 256GB Nvme SSD BRAND NEW PC,"Rs 128,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/amd-ryzen-5-5600gt-8gb-ram-256gb-nvme-ssd-brand-new-pc-for-sale-colombo,True
"I5 4TH Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 36,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-4th-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo,True
HP EliteBook Core i7 8th 16GB RAM 512GB NVMe High Professional Laptop,"Rs 74,990","Galle, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-core-i7-8th-16gb-ram-512gb-nvme-high-professional-laptop-for-sale-galle-3,True
"I5 6TH Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 45,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-6th-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo,True
Apple iPad A16 128GB,"Rs 111,999","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-a16-128gb-for-sale-colombo-41,True
REDMI PAD 2 8/256GB,"Rs 79,999","Colombo, Computers & Tablets",https://ikman.lk/en/ad/redmi-pad-2-8-256gb-for-sale-colombo,True
Samsung Galaxy S10 fe 8/128GB SIM,"Rs 124,999","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-8-128gb-sim-for-sale-colombo,True
"Intel i5 2nd GEN / 8GB RAM 500GB HDD 22"" LED Monitor Full Set","Rs 28,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-i5-2nd-gen-8gb-ram-500gb-hdd-22-led-monitor-full-set-for-sale-colombo-145,True
"I5 7TH Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 47,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-7th-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo,True
"Core I5 3rd Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Used PC full set","Rs 33,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i5-3rd-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-used-pc-full-set-for-sale-colombo,True
Samsung Galaxy S10 FE 8/128GB WIFI,"Rs 103,999","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-8-128gb-wifi-for-sale-colombo,True
Lenovo ideapad i3 11th 8GB RAM 256GB NVMe High Professional Laptop,"Rs 71,990","Galle, Computers & Tablets",https://ikman.lk/en/ad/lenovo-ideapad-i3-11th-8gb-ram-256gb-nvme-high-professional-laptop-for-sale-galle,True
AMD Ryzen 7 Laptop,"Rs 130,000","Polonnaruwa, Computers & Tablets",https://ikman.lk/en/ad/amd-ryzen-7-for-sale-polonnaruwa,False
"I5 8TH Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 59,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-8th-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo,True
"I7 2ND Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 36,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i7-2nd-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo-3,True
Acer Touch Screen Notebook,"Rs 16,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-touch-screen-notebook-for-sale-for-sale-colombo,False
11'' Redmi Pad 2 4G 8GB 256GB,"Rs 75,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/11-redmi-pad-2-4g-8gb-256gb-for-sale-gampaha-1,True
Samsung CPU 2nd Generation,"Rs 12,000","Matara, Computers & Tablets",https://ikman.lk/en/ad/samsung-cpu-2nd-generation-for-sale-matara,False
"HP Intel Core i3 13th 8GB RAM 256GB SSD 15.6"" New lap","Rs 134,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-intel-core-i3-13th-8gb-ram-256gb-ssd-156-new-lap-for-sale-colombo-1,True
"I7 7TH Gen 8GB RAM 128GB SSD 500GB HDD 19"" LED Monitor FULL SET","Rs 57,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i7-7th-gen-8gb-ram-128gb-ssd-500gb-hdd-19-led-monitor-full-set-for-sale-colombo,True
HP Victus 15|Core i5 13th Gen|RTX 4050 6GB VGA BRAND NEW GAMING LAPTOP,"Rs 268,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-victus-15core-i5-13th-genrtx-4050-6gb-vga-brand-new-gaming-laptop-for-sale-colombo-2,True
Asus Vivo Book E14 Laptop,"Rs 25,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivo-book-e14-for-sale-colombo,False
GTX 760 2GB Gaming / i7 4th Generation 16GB RAM PC,"Rs 58,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/gtx-760-2gb-gaming-i7-4th-generation-16gb-ram-pc-for-sale-colombo-1,True
i3 3rd Gen PC,"Rs 25,500","Kandy, Computers & Tablets",https://ikman.lk/en/ad/i3-3rd-gen-pc-for-sale-kandy-3,False
Brand New HP 15 Ultra 5-125H 14th Gen|8GB DDR5|512GB SSD Lap,"Rs 183,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-hp-15-ultra-5-125h-14th-gen8gb-ddr5512gb-ssd-lap-for-sale-colombo,True
Dell Brand New Core i5-13th Gen | 8GB Ram 512GB SSD ගෙවන්න ගන්න,"Rs 65,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-brand-new-core-i5-13th-gen-8gb-ram-512gb-ssd-gevnn-gnn-for-sale-colombo,True
𝐃𝐞𝐥𝐥 𝐋𝐚𝐭𝐢𝐭𝐮𝐝𝐞 𝐄𝟕𝟒𝟕𝟎 𝐋𝐚𝐩𝐭𝐨𝐩,"Rs 65,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/for-sale-colombo-3945,True
Dell Inspiron Core i3 11th 8GB RAM 256GB SSD High Professional Laptop,"Rs 71,990","Galle, Computers & Tablets",https://ikman.lk/en/ad/dell-inspiron-core-i3-11th-8gb-ram-256gb-ssd-high-professional-laptop-for-sale-galle-1,True
Apple iPad Air M3 11-inch 128GB Wi-Fi,"Rs 169,999","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-air-m3-11-inch-128gb-wi-fi-for-sale-colombo-1,True
"HP Probook 640 G8 core i5 11th Gen 8GB RAM 256GB NVMe 14"" used laptop","Rs 99,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-640-g8-core-i5-11th-gen-8gb-ram-256gb-nvme-14-used-laptop-for-sale-colombo-10,True
HP Envy Touch Rotatable Core Ultra 7 14th Gen 16GB RAM 512GB SSD,"Rs 219,990","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/hp-envy-touch-rotatable-core-ultra-7-14th-gen-16gb-ram-512gb-ssd-for-sale-kalutara,True
"HP i5 4th Gen 3.30GHZ 8GB RAM 500GB Hard Samsung 24"" Monitor","Rs 38,500","Batticaloa, Computers & Tablets",https://ikman.lk/en/ad/hp-i5-4th-gen-330ghz-speed-8gb-ram-500gb-hard-samsung-24-monitor-for-sale-batticaloa,False
Intel i5 4th Generation / 16GB RAM 120GB SSD PC,"Rs 24,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-i5-4th-generation-16gb-ram-120gb-ssd-pc-for-sale-colombo-18,True
"I7 6TH Gen 8GB RAM 128GB SSD 500GB HDD 19"" LED Monitor FULL SET","Rs 55,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i7-6th-gen-8gb-ram-128gb-ssd-500gb-hdd-19-led-monitor-full-set-for-sale-colombo,True
Dell Latitude 5500 Core i7 8665U 8th GEN Laptop 8GB RAM 256GB SSD,"Rs 92,990","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5500-core-i7-8665u-8th-gen-laptop-8gb-ram-256gb-ssd-for-sale-kalutara,True
Blackview tab 60 pro (Brand New),"Rs 41,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/blackview-tab-60-pro-brand-new-for-sale-colombo,True
Dell Latitude 5420 Core i5 11th GEN Laptop 8GB RAM + 256GB SSD,"Rs 89,990","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-core-i5-11th-gen-laptop-8gb-ram-256gb-ssd-for-sale-kalutara,True
"I7 8th Gen 8GB RAM 128GB SSD 500GB HDD 19"" LED Monitor Full Set","Rs 71,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i7-8th-gen-8gb-ram-128gb-ssd-500gb-hdd-19-led-monitor-full-set-for-sale-colombo,True
Dell Latitude Core i5 8th 8GB RAM 256GB NVMe High Professional Laptop,"Rs 63,990","Galle, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-core-i5-8th-8gb-ram-256gb-nvme-high-professional-laptop-for-sale-galle-4,True
Asus AMD Ryzen 5 10th Gen 8GB Ram 256GB Nvme SSD Radeon Vega 8 2GB,"Rs 137,990","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/asus-amd-ryzen-5-10th-gen-8gb-ram-256gb-nvme-ssd-radeon-vega-8-2gb-for-sale-kalutara-3,True
Dell Inspiron Core i5 8th 8GB RAM 256GB NVMe Touch Screen Laptop,"Rs 73,990","Galle, Computers & Tablets",https://ikman.lk/en/ad/dell-inspiron-core-i5-8th-8gb-ram-256gb-nvme-touch-screen-laptop-for-sale-galle-2,True
ASUS TUF Core i7 11370H 11th Gen RTX 3060 6GB VGA16GB RAM 512GB NVMe,"Rs 237,990","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-core-i7-11370h-11th-gen-rtx-3060-6gb-vga16gb-ram-512gb-nvme-for-sale-kalutara,True
HP AMD Ryzen 3 5000 8GB RAM 128GB NVMe High Professional Laptop,"Rs 64,990","Galle, Computers & Tablets",https://ikman.lk/en/ad/hp-amd-ryzen-3-5000-8gb-ram-128gb-nvme-high-professional-laptop-for-sale-galle,True
New ASUS TUF F16 Core 5 15th Gen H RTX 4050 16GB RAM 512GB NVMe Laptop,"Rs 339,990","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/new-asus-tuf-f16-core-5-15th-gen-h-rtx-4050-16gb-ram-512gb-nvme-laptop-for-sale-kalutara,True
New ASUS TUF F16 Core i7 13th Gen H RTX 4050 16GB RAM 512GB NVMe Laptop,"Rs 377,990","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/new-asus-tuf-f16-core-i7-13th-gen-h-rtx-4050-16gb-ram-512gb-nvme-laptop-for-sale-kalutara-1,True
Brand New Dell Vostro 3530 Core i5 1334U – 13th Gen 8GB RAM 512GB NVMe,"Rs 175,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/brand-new-dell-vostro-3530-core-i5-1334u-13th-gen-8gb-ram-512gb-nvme-for-sale-kalutara-8,True
MSI Thin Gaming GF63 Intel i5-12450H,"Rs 215,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-thin-gaming-gf63-intel-i5-12450h-for-sale-colombo-59,True
Brand New Lenovo Ideapad Slim 3 Ryzen 7 13th Gen 8GB RAM 512GB NVMe,"Rs 177,990","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/brand-new-lenovo-ideapad-slim-3-ryzen-7-13th-gen-8gb-ram-512gb-nvme-for-sale-kalutara-4,True
MSI Katana 15 HX B14WFK-021AU-Intel Core I7,"Rs 440,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-katana-15-hx-b14wfk-021au-intel-core-i7-for-sale-colombo-15,True
